timestamp,character,magic_find,item_id,currency_id,amount
2024-02-03T15:17:09.378Z,Paintball Partner,758,,1,447168
2024-02-03T15:17:09.378Z,Paintball Partner,758,68637,,-71
2024-02-03T15:17:09.378Z,Paintball Partner,758,68638,,-4365
2024-02-03T15:16:56.457Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:56.457Z,Paintball Partner,758,101398,,1
2024-02-03T15:16:56.417Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:56.417Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:56.340Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:56.340Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:56.259Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:56.259Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:56.221Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:56.221Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:56.140Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:56.140Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:56.102Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:56.102Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:56.023Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:56.023Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.983Z,Paintball Partner,758,68638,,9
2024-02-03T15:16:55.983Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.890Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.890Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.851Z,Paintball Partner,758,68633,,1
2024-02-03T15:16:55.851Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.850Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:55.850Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.812Z,Paintball Partner,758,68635,,1
2024-02-03T15:16:55.812Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.812Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.651Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.651Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.613Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.613Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.574Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:55.574Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.465Z,Paintball Partner,758,68633,,1
2024-02-03T15:16:55.465Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.465Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.427Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.427Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.340Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:55.340Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.302Z,Paintball Partner,758,68638,,3
2024-02-03T15:16:55.302Z,Paintball Partner,758,94653,,-3
2024-02-03T15:16:55.191Z,Paintball Partner,758,68632,,1
2024-02-03T15:16:55.191Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.191Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:55.099Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.099Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.060Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.060Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:55.020Z,Paintball Partner,758,68632,,1
2024-02-03T15:16:55.020Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:55.020Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.909Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.909Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.870Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.870Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:54.789Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.789Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.744Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.744Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:54.660Z,Paintball Partner,758,68637,,1
2024-02-03T15:16:54.660Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.660Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.622Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.622Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:54.540Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.540Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.501Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.501Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.424Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.424Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.346Z,Paintball Partner,758,68638,,13
2024-02-03T15:16:54.346Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.262Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.262Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.183Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.183Z,Paintball Partner,758,77699,,1
2024-02-03T15:16:54.183Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:54.105Z,Paintball Partner,758,68638,,1
2024-02-03T15:16:54.105Z,Paintball Partner,758,94653,,-1
2024-02-03T15:16:54.018Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:54.018Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:53.980Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:53.980Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:53.893Z,Paintball Partner,758,68638,,2
2024-02-03T15:16:53.893Z,Paintball Partner,758,94653,,-2
2024-02-03T15:16:53.851Z,Paintball Partner,758,68638,,2
