timestamp,character,magic_find,item_id,currency_id,amount
2024-02-03T15:14:19.548Z,Paintball Partner,773,,1,1137392
2024-02-03T15:14:19.548Z,Paintball Partner,773,68637,,-186
2024-02-03T15:14:19.548Z,Paintball Partner,773,68638,,-11048
2024-02-03T15:13:55.512Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:55.512Z,Paintball Partner,773,101398,,1
2024-02-03T15:13:55.471Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:55.471Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:55.433Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:55.433Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:55.348Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:55.348Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:55.257Z,Paintball Partner,773,68638,,1
2024-02-03T15:13:55.257Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:55.219Z,Paintball Partner,773,68638,,1
2024-02-03T15:13:55.219Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:55.176Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:55.176Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:55.071Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:55.071Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:55.033Z,Paintball Partner,773,68638,,1
2024-02-03T15:13:55.033Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:54.945Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:54.945Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:54.902Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:54.902Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:54.824Z,Paintball Partner,773,68638,,1
2024-02-03T15:13:54.824Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:54.784Z,Paintball Partner,773,68638,,44
2024-02-03T15:13:54.784Z,Paintball Partner,773,94653,,-30
2024-02-03T15:13:54.189Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:54.189Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:54.151Z,Paintball Partner,773,68633,,1
2024-02-03T15:13:54.151Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:54.151Z,Paintball Partner,773,94653,,-3
2024-02-03T15:13:54.019Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:54.019Z,Paintball Partner,773,94653,,-3
2024-02-03T15:13:54.019Z,Paintball Partner,773,101398,,1
2024-02-03T15:13:53.874Z,Paintball Partner,773,68637,,1
2024-02-03T15:13:53.874Z,Paintball Partner,773,94653,,-1
2024-02-03T15:13:53.835Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:53.835Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:53.797Z,Paintball Partner,773,68638,,2
2024-02-03T15:13:53.797Z,Paintball Partner,773,94653,,-2
2024-02-03T15:13:53.724Z,Paintball Partner,773,68638,,2
